Probe Set ID	Gene Symbol
1452540_a_at	Hist1h2bc /// Hist1h2be /// Hist1h2bl /// Hist1h2bm /// Hist1h2bp /// LOC100046213 /// LOC665622 /// RP23-38E20.1
1452541_at	Epb4.1l2
1452542_x_at	Tcfe2a
1452543_a_at	Scgb1a1
1452544_x_at	H2-D1
1452545_a_at	Itgb1
1452546_x_at	Defb11
1452547_s_at	H2-D1 /// H2-T18 /// H2-T3 /// LOC674370
1452548_x_at	H2-D1 /// H2-T18 /// H2-T3 /// H2-T3-like /// H2-Tw3 /// LOC674370
1452549_at	Gm1549
1452550_a_at	Fmr1
1452551_at	---
1452552_at	Npn2
1452553_at	---
1452554_at	Gm8479
1452555_at	Gm8479
1452556_at	---
1452557_a_at	---
1452558_at	---
1452559_at	4930448N21Rik
1452560_a_at	Nfya
1452561_at	---
1452562_at	Kdm5d
1452563_a_at	Kdm5d
1452564_at	Ofa
1452565_x_at	LOC641050
1452566_at	---
1452567_at	Gcap8
1452568_at	Gcap8
1452569_at	Slco1b2
1452570_at	D0Kist5
1452571_at	Tuba-rs1
1452572_at	Camk4
1452573_a_at	0610007P08Rik
1452574_x_at	Igh-VJ558
1452575_at	Krtap6-3
1452576_at	Igh
1452577_at	Igh
1452578_at	---
1452579_at	Iscu
1452580_a_at	Mrpl21
1452581_at	Rprd1b
1452582_at	Galm
1452583_s_at	Galm
1452584_at	1500032L24Rik
1452585_at	Mrps28
1452586_at	Anapc13
1452587_at	Actr2
1452588_at	Zfp688
1452589_at	Ptk7
1452590_a_at	Gm9780 /// Plac9
1452591_a_at	Fam128b
1452592_at	Mgst2
1452593_a_at	Tceb1
1452594_at	Dusp11
1452595_at	Adamts4
1452596_at	Polr2k
1452597_at	2310061C15Rik
1452598_at	Gins1
1452599_s_at	AI413582
1452600_at	Taf6l
1452601_a_at	Acbd6
1452602_a_at	1700001C19Rik
1452603_at	Dpcd
1452604_at	Stard13
1452605_at	Thnsl1
1452606_at	Mnd1
1452607_at	2610030H06Rik
1452608_at	Mycbp
1452609_at	1190005I06Rik
1452610_at	Zkscan14
1452611_at	Rnf160
1452612_at	Rnf160
1452613_at	Uqcrq
1452614_at	Bcl2l15
1452615_s_at	Trpt1
1452616_s_at	Ssbp1
1452617_at	Ssbp1
1452618_at	Cdk5rap2
1452619_a_at	Agbl3
1452620_at	Pck2
1452621_at	Pcbd2
1452622_a_at	Tradd
1452623_at	Zfp759
1452624_at	Lrrtm1
1452625_at	Kctd2
1452626_a_at	1810014F10Rik
1452627_at	Senp6
1452628_at	Bag5 /// LOC100047042
1452629_at	Safb2
1452630_at	Treml1
1452631_at	Rufy2
1452632_at	Aak1
1452633_s_at	Aak1
1452634_at	Obox3
1452635_x_at	Taf1d
1452636_x_at	Gtpbp5
1452637_a_at	Bola1
1452638_s_at	Dnm1l
1452639_at	Enpp4
1452640_at	3110007F17Rik
1452641_at	Yjefn3
1452642_at	---
1452643_at	Grhl2
1452644_at	Mbd3l2
1452645_x_at	Klra1 /// Klra22
1452646_at	Trp53inp2
1452647_a_at	Dph2
1452648_at	Tbrg1
1452649_at	Rtn4
1452650_at	Trim62
1452651_a_at	Myl1
1452652_at	Tmem158
1452653_at	Slc25a22
1452654_at	Zdhhc2
1452655_at	Zdhhc2
1452656_at	Zdhhc2
1452657_at	Ap1s2
1452658_at	Krr1
1452659_at	Dek
1452660_s_at	Klhl7
1452661_at	Tfrc
1452662_a_at	Eif2s1
1452663_at	Svop
1452664_a_at	Tm7sf3
1452665_at	Ttc27
1452666_a_at	Tmcc2
1452667_at	Rab2b
1452668_x_at	Rab2b
1452669_at	Fam53c
1452670_at	Myl9
1452671_s_at	Lman1
1452672_at	Thoc5
1452673_at	Ranbp3
1452674_a_at	Eif3k
1452675_at	Rbm22
1452676_a_at	Pnpt1
1452677_at	Pnpt1
1452678_a_at	Ccbl1
1452679_at	Tubb2b
1452680_at	Snrpd2
1452681_at	Dtymk
1452682_at	Fam122b
1452683_at	Dnajc8
1452684_at	Akt1s1
1452685_at	0610009O20Rik
1452686_s_at	LOC100046421 /// Tmem222
1452687_at	Dus2l
1452688_at	Prpf39
1452689_at	Zfp512
1452690_at	Khsrp
1452691_at	Rbm17
1452692_a_at	Ndufv2
1452693_at	Dhx35
1452694_at	Ip6k1
1452695_at	Erp27
1452696_a_at	4933439C10Rik
1452697_at	Ctdp1
1452698_at	Tsfm
1452699_at	Mett11d1
1452700_s_at	Kbtbd7
1452701_x_at	2810422J05Rik /// Gm11808 /// Uba52
1452702_at	Clcn7
1452703_at	Ahcyl2
1452704_at	Fam82a2
1452705_at	Pdxdc1
1452706_a_at	Fam116b
1452707_at	Klhl30
1452708_a_at	Luc7l
1452709_at	Poldip3
1452710_at	Rpusd4
1452711_at	Atl1
1452712_at	Hnrnpa3
1452713_a_at	Snrnp40
1452714_at	Tanc1
1452715_at	Haus5
1452716_at	5730469M10Rik
1452717_at	Slc25a24
1452718_at	Ubr5
1452719_at	Zdhhc24
1452720_a_at	Fip1l1
1452721_a_at	Ccdc53
1452722_a_at	Cul5
1452723_at	Klf9
1452724_at	Ppp1r16a
1452725_a_at	Rnaseh2a
1452726_a_at	Pih1d1
1452727_at	R3hdm2
1452728_at	Kirrel3
1452729_at	Dpm3
1452730_at	Rps4y2
1452731_x_at	100041874 /// B930046C15Rik /// ENSMUSG00000063277 /// ENSMUSG00000068790 /// ENSMUSG00000072735 /// Gm3020 /// Gm3194 /// Gm3703 /// Gm8108 /// Gm8206 /// LOC100036568 /// LOC100041530 /// LOC671957
1452732_at	Asprv1
1452733_at	Pank2
1452734_at	Rnaset2a /// Rnaset2b
1452735_at	Pcnp
1452736_at	R3hcc1
1452737_at	2810008M24Rik
1452738_at	Stoml1
1452739_at	Fbxo7
1452740_at	Myh10
1452741_s_at	Gpd2
1452742_at	Trak1
1452743_at	Pole3
1452744_at	2210016F16Rik
1452745_at	Trappc9
1452746_at	Atp13a2
1452747_at	Atp13a2 /// LOC676620
1452748_at	Xrcc3
1452749_at	Mtpap
1452750_at	5530601H04Rik
1452751_at	Ebf3
1452752_at	Lepre1
1452753_at	Foxk2
1452754_at	Creld2
1452755_at	---
1452756_at	Rnf215
1452757_s_at	Hba-a1 /// Hba-a2
1452758_s_at	Eif4g2
1452759_s_at	Ppfibp1
1452760_at	2510012J08Rik
1452761_a_at	8430436O14Rik
1452762_at	8430436O14Rik
1452763_at	Nipa1
1452764_at	Socs6
1452765_at	Slc39a9
1452766_at	Tppp
1452767_at	Rrbp1
1452768_at	Tex261
1452769_at	Rnf145
1452770_at	Vkorc1
1452771_s_at	Acsl3
1452772_at	Tnks2
1452773_at	5730494N06Rik
1452774_at	Hnrnpa3
1452775_at	Csrp2bp /// LOC100048645
1452776_a_at	Nub1
1452777_a_at	Nub1
1452778_x_at	Nap1l1
1452779_at	3110006E14Rik
1452780_at	Gtf3c2
1452781_a_at	Gtf3c2
1452782_a_at	Txn2
1452783_at	Fndc3b
1452784_at	Itgav
1452785_at	1700034H14Rik
1452786_at	Trmu
1452787_a_at	Prmt1
1452788_at	Ppp2r5e
1452789_at	Snn
1452790_x_at	Ndufa3
1452791_at	Coq2
1452792_at	Dzip1
1452793_at	Dzip1
1452794_x_at	Gm5861 /// Gm6460 /// Speer1-ps1
1452795_at	Fcf1
1452796_at	Def6
1452797_at	Fastkd3
1452798_s_at	Mapk1ip1
1452799_at	Fggy
1452800_a_at	Apoo
1452801_at	Pigk
1452802_at	4933411K16Rik
1452803_at	Glipr2
1452804_at	Morn5
1452805_at	D11Wsu47e
1452806_at	Fam57b
1452807_s_at	Fam57b
1452808_at	Snupn
1452809_at	9030607L17Rik
1452810_at	Ints10
1452811_at	Atic
1452812_at	Lphn1
1452813_a_at	Tmem188
1452814_at	Cpne3
1452815_at	P2ry10
1452816_at	Mlf1ip
1452817_at	Smyd3
1452818_at	Ttf2
1452819_at	Lphn3
1452820_at	Brwd2
1452821_at	Tial1
1452822_at	Ints7
1452823_at	Gstk1
1452824_at	D1Bwg0212e
1452825_at	Tmem59l
1452826_s_at	Fbxl20
1452827_at	1500009C09Rik
1452828_at	Fbxo21
1452829_at	Cad
1452830_s_at	Cad
1452831_s_at	Ppat
1452832_s_at	Cds2
1452833_at	Rapgef2
1452834_at	Prr5l
1452835_a_at	Polrmt
1452836_at	Lpin2
1452837_at	Lpin2
1452838_at	Ddx10
1452839_at	Dph5
1452840_at	1500009L16Rik
1452841_at	Pgm2l1
1452842_at	Hspb9
1452843_at	Il6st
1452844_at	Pou6f1
1452845_at	Hif1an
1452846_at	Ppfia4
1452847_at	Gatsl3
1452848_at	Tmem181a /// Tmem181b /// Tmem181c-ps
1452849_at	Sin3b
1452850_s_at	Brms1l
1452851_at	Tnrc4
1452852_at	Twistnb
1452853_at	Shpk
1452854_at	Sec63
1452855_at	Ly6k
1452856_at	Crebzf
1452857_at	Crebzf
1452858_at	Elavl1
1452859_at	1200016B10Rik
1452860_at	Fbxl17
1452861_at	2010300C02Rik
1452862_at	Rreb1
1452863_at	1700003F12Rik
1452864_at	Med12l
1452865_at	Lrrc27
1452866_at	Nars
1452867_at	Col4a3bp
1452868_at	Usp24
1452869_at	Prpf38b
1452870_at	Apaf1
1452871_at	Neil1
1452872_at	Ank3
1452873_at	5830415F09Rik
1452874_at	2510003E04Rik
1452875_at	Hddc3
1452876_x_at	2610044O15Rik
1452877_at	2700029M09Rik
1452878_at	Prkce
1452879_at	Synpo2
1452880_at	Znhit3
1452881_at	Gins2
1452882_at	Pgrmc2
1452883_a_at	2310002J21Rik
1452884_at	Sfrs2ip
1452885_at	Sfrs2ip
1452886_at	---
1452887_at	Traf3ip1
1452888_at	1110034G24Rik
1452889_at	2310007H09Rik
1452890_at	Ttll5
1452891_at	Ccdc51
1452892_at	Stk33
1452893_s_at	Enho
1452894_at	Elavl4
1452895_at	Fbxo45
1452896_at	Gtl3
1452897_at	Cdc2l5
1452898_at	Vps36
1452899_at	Rian
1452900_at	Dgcr6
1452901_at	Creb1
1452902_at	Dhrs13
1452903_at	6230427J02Rik
1452904_at	1700026L06Rik
1452905_at	Meg3
1452906_at	Meg3
1452907_at	Galc
1452908_at	Dip2a /// LOC100044059
1452909_at	Klhdc10
1452910_at	Bcor
1452911_at	Spred1
1452912_at	Dscc1
1452913_at	Pcp4l1
1452914_at	2410024N18Rik
1452915_at	Prkar2a
1452916_at	Wbp7
1452917_at	Rfc5
1452918_at	D19Ertd737e
1452919_a_at	Pgp
1452920_a_at	Ppil2
1452921_at	Evi5l
1452922_at	Ppp1r3d
1452923_at	Ndufaf2
1452924_at	Fam83d
1452925_a_at	5-Mar
1452926_at	Ttc14
1452927_x_at	Tpi1
1452928_at	Abi3
1452929_at	Clip1
1452930_at	Dock3
1452931_at	2810408M09Rik
1452932_at	Zbtb7a
1452933_at	Ankrd39
1452934_at	Tmc5
1452935_at	Gm5918
1452936_at	Crtac1
1452937_s_at	Ccdc28b
1452938_at	Anks1b
1452939_a_at	Pitpnc1
1452940_x_at	Pitpnc1
1452941_at	Sdhaf2
1452942_at	Tmem65
1452943_at	Tmem65
1452944_at	Afmid
1452945_at	Zfp157
1452946_a_at	Rftn2
1452947_at	Gprc5c
1452948_at	Tnfaip8l2
1452949_at	Polr3b
1452950_at	Mett5d1
1452951_at	2410089E03Rik /// LOC100044774
1452952_at	9030418K01Rik
1452953_at	Fam18b
1452954_at	Ube2c
1452955_at	Gtf2h5
1452956_a_at	Ifi27l1
1452957_at	Krtap3-3
1452958_at	Asphd2
1452959_a_at	Capn10
1452960_at	Scyl3
1452961_at	1200009O22Rik
1452962_at	Tmem25
1452963_at	9530077C05Rik
1452964_at	Ttll11
1452965_at	Ankrd13d
1452966_at	Bcl11b
1452967_at	Gtsf1
1452968_at	Cthrc1
1452969_at	Atp2b1
1452970_at	Zmym2
1452971_at	Upf3a
1452972_at	Ttc32
1452973_at	Ppm1k
1452974_at	Nol8
1452975_at	Agxt2l1
1452976_a_at	Slc9a3r2
1452977_at	Zhx3
1452978_at	Tmem138
1452979_at	2610110G12Rik
1452980_at	2810468N07Rik
1452981_at	Cntn1
1452982_at	Igf1r
1452983_at	Cep57
1452984_at	LOC100044842
1452985_at	Uaca
1452986_at	Hgd
1452987_at	Taf1d
1452988_at	2610306M01Rik
1452989_at	2900009J20Rik
1452990_at	Mtf1
1452991_at	Chd2
1452992_at	Cdc26
1452993_at	5430416O09Rik
1452994_at	Pikfyve
1452995_at	Nudt17
1452996_a_at	Aven
1452997_at	6820431F20Rik
1452998_at	Tmem167b
1452999_at	Smndc1
1453000_at	Camsap1l1
1453001_at	Rnaseh2b
1453002_at	Sox11
1453003_at	Sorl1
1453004_at	Slc22a23
1453005_at	Prpf31
1453006_at	Fgfbp3
1453007_at	3110082I17Rik
1453008_at	Trnp1
1453009_at	Cpm
1453010_at	Iws1
1453011_at	Bdh2
1453012_at	Tsc22d2
1453013_at	Zfp740
1453014_a_at	Sec31a
1453015_at	4933407C03Rik
1453016_at	Hspb11
1453017_at	Ankle2
1453018_at	Nvl
1453019_at	Nvl
1453020_at	1810048J11Rik
1453021_at	Stxbp5
1453022_at	Gpihbp1
1453023_at	Ankhd1 /// Eif4ebp3
1453024_at	Wdr37
1453025_at	Macrod2
1453026_at	Fam166a
1453027_at	Dlgap1
1453028_at	Pwwp2a
1453029_s_at	Ubr3
1453030_at	Msl2
1453031_at	Tmem174
1453032_at	Mobkl3
1453033_at	2010003O02Rik
1453034_at	Zfp251
1453035_at	Lnp
1453036_at	5430439M09Rik
1453037_at	---
1453038_at	4930422G04Rik
1453039_at	Zfp335
1453040_at	Mcart6
1453041_at	Ano9
1453042_at	Anks4b
1453043_at	0610012H03Rik
1453044_at	C030014I23Rik
1453045_at	Ccdc41
1453046_at	1700110I01Rik
1453047_at	Bzrpl1
1453048_at	Nhlrc2
1453049_at	Svip
1453050_at	Gins3
1453051_at	Zkscan1
1453052_at	Tmem192
1453053_at	2610036L11Rik
1453054_at	Scamp1
1453055_at	Sema6d
1453056_at	Slc16a13
1453057_at	Tmem162
1453058_at	Wdr5b
1453059_at	2310046A06Rik
1453060_at	Rgs8
1453061_at	Elac1
1453062_at	A930026I22Rik
1453063_at	Cltb
1453064_at	Etaa1
1453065_at	Aldh5a1
1453066_at	2510022D24Rik
1453067_at	Apitd1
1453068_at	Prdm2
1453069_at	Pik3cb
1453070_at	Pcdh17
1453071_s_at	Kdelc2
1453072_at	Gpr160
1453073_at	5830403F22Rik
1453074_at	Dusp23
1453075_at	1600012P17Rik
1453076_at	Batf3
1453077_a_at	Snapc3
1453078_at	2610002M06Rik
1453079_at	5730494M16Rik
1453080_at	Apol7a
1453081_at	2410022M11Rik
1453082_at	Tulp3
1453083_at	Vmn2r29
1453084_s_at	Col22a1
1453085_at	Serpina1f
1453086_at	6330408A02Rik
1453087_at	6330403L08Rik
1453088_at	6430628N08Rik
1453089_at	3110079O15Rik
1453090_x_at	LOC666466 /// Obox1 /// Obox2
1453091_s_at	Letmd1
1453092_at	Crct1
1453093_at	Rasgef1c
1453094_at	Foxn3
1453095_at	Rab10
1453096_x_at	Rpl27
1453097_a_at	Ubtf
1453098_at	Gria2
1453099_at	Csnk2a2
1453100_at	---
1453101_at	Klhl25
1453102_at	Flrt3
1453103_at	Ablim1
1453104_at	Mapk1
1453105_at	Zfp263
1453106_a_at	Rnmt
1453107_s_at	4933413G19Rik /// Foxm1 /// Pebp1
1453108_at	Arsk
1453109_at	Arsk
1453110_at	Wdr51b
1453111_a_at	Slc25a39
1453112_a_at	Lrrc18
1453113_at	Wdsub1
1453114_at	Nol9
1453115_at	Oaz3
1453116_at	Zfp689
1453117_at	Surf2
1453118_s_at	Rpl22
1453119_at	Otud1
1453120_at	Tmx4
1453121_at	Tekt4
1453122_at	Fam135a
1453123_at	Sf3b2
1453124_at	Tnpo3
1453125_at	Sox11
1453126_at	Lrfn2
1453127_at	Ppm1j
1453128_at	Lyve1
1453129_a_at	Rgs12
1453130_at	Ep400
1453131_at	Cd300lg
1453132_a_at	Gkn2
1453133_at	Slc25a31
1453134_at	Pik3ca
1453135_at	Fndc5
1453136_at	Fbxo30
1453137_at	Fbxo30
1453138_at	Rpusd2
1453139_at	Nudt12
1453140_at	Zfp871
1453141_at	0610009L18Rik
1453142_at	4921507P07Rik
1453143_at	Glb1l3
1453144_at	Pisd-ps3
1453145_at	Pisd-ps3
1453146_at	Gapvd1
1453147_at	Polr3e
1453148_at	Sema3d
1453149_at	Slc25a32
1453150_at	Psmb11
1453151_at	Slc26a3
1453152_at	Mamdc2
1453153_at	Lins2
1453154_at	1700029M20Rik
1453155_at	Tmem50a
1453156_s_at	Ptgr2
1453157_at	1700022A21Rik
1453158_at	Zfp622
1453159_at	Efhc1
1453160_at	Med13
1453161_at	Med13
1453162_at	Utp11l
1453163_at	Ppp1r12a
1453164_a_at	Ptdss2
1453165_at	Mettl4
1453166_at	Ccdc109a
1453167_at	1700013G24Rik
1453168_at	1700029J07Rik
1453169_a_at	Gtf2h1
1453170_at	---
1453171_s_at	Ppm1a
1453172_at	Hspa13
1453173_at	Akr1b10
1453174_at	2310076G13Rik
1453175_at	Zbtb25
1453176_a_at	4933404M02Rik
1453177_at	Snx31
1453178_at	Iqch
1453179_at	Acer3
1453180_at	Rnls
1453181_x_at	Plscr1
1453182_a_at	Smpd4
1453183_at	1110034A24Rik
1453184_at	Fam83g
1453185_at	Sfrs18
1453186_at	Sfrs18
1453187_at	Ociad2
1453188_at	6230424C14Rik
1453189_at	Ube2i
1453190_at	Usp19
1453191_at	Col27a1
1453192_at	Fam101a
1453193_s_at	Kif12
1453194_at	4930432K21Rik
1453195_at	Sdccag3
1453196_a_at	Oasl2
1453197_at	Med25
1453198_at	Gm4455
1453199_at	Acbd6
1453200_at	Rai1
1453201_at	Rassf10
1453202_at	E330016A19Rik
1453203_at	Prps1l1
1453204_at	4933431K14Rik
1453205_at	Dydc1
1453206_at	Acad9
1453207_at	2900053A13Rik
1453208_at	2700089E24Rik
1453209_at	Brf1
1453210_at	5730507C01Rik
1453211_at	Ccdc89
1453212_at	Zfp383
1453213_at	Spata9
1453214_at	Lrrc15
1453215_at	Rnase10
1453216_at	Gpt
1453217_at	4930527E24Rik /// Gm14595
1453218_at	Lce1c
1453219_a_at	Tdrd12
1453220_at	Fam55b
1453221_at	Gopc
1453222_at	Gse1
1453223_s_at	Dppa2
1453224_at	Zfand5
1453225_at	A930038C07Rik
1453226_at	Kif18b
1453227_at	Rhobtb3
1453228_at	Stx11
1453229_s_at	Uqcrh
1453230_at	Zfp74
1453231_at	Cdkl1
1453232_at	Calr3
1453233_s_at	Calr3
1453234_at	1300002K09Rik
1453235_at	Lelp1
1453236_at	1700054F22Rik
1453237_at	Qars
1453238_s_at	1200016E24Rik /// 3930401B19Rik /// A130040M12Rik /// E430024C06Rik
1453239_a_at	Ankrd22
1453240_a_at	Gcap14
1453241_a_at	2810047C21Rik1 /// Gm7696
1453242_x_at	2810047C21Rik1
1453243_at	0610030E20Rik
1453244_at	5830416P10Rik
1453245_at	9130024F11Rik
1453246_at	Rab39b
1453247_at	Zfp618
1453248_at	2810039B14Rik
1453249_a_at	LOC100048071 /// Tex21
1453250_at	LOC100046859 /// Vwa3b
1453251_at	Dhx30
1453252_at	Dus4l
1453253_a_at	Rpusd1
1453254_at	1700034O15Rik
1453255_at	Slc43a1
1453256_at	Polr3c
1453257_at	Agpat5
1453258_at	Wbscr25
1453259_at	Insc
1453260_a_at	Ppp2r2a
1453261_at	2610035D17Rik
1453262_at	2810032G03Rik
1453263_at	Mak10
1453264_at	Marveld3
1453265_at	4930579C15Rik
1453266_at	Zbtb4
1453267_at	Zfhx3
1453268_at	Thg1l
1453269_at	Unc5b
1453270_a_at	Phf14
1453271_at	Phf14
1453272_at	4930579F01Rik
1453273_at	Kcnv1
1453274_at	Ccdc103
1453275_at	2310002L13Rik
1453276_at	Kif13b
1453277_at	3021401N23Rik
1453278_a_at	Clip4
1453279_x_at	Krt76
1453280_at	Gm14781 /// Mageb5
1453281_at	Pik3cd
1453282_at	Cxadr
1453283_at	Pgm1
1453284_at	Fam151b
1453285_at	Tmem88
1453286_at	Plxna2
1453287_at	Ankrd33b
1453288_at	Atf6
1453289_at	Eif2c4
1453290_at	Hmgxb4
1453291_at	Hmgxb4
1453292_at	4921501E09Rik
1453293_a_at	2810408A11Rik
1453294_at	1700012B15Rik
1453295_at	Asxl2
1453296_at	2610002I17Rik
1453297_at	Golga7b
1453298_at	Ptpn21
1453299_a_at	LOC100045567 /// Pnp1 /// Pnp2
1453300_at	Slc35d2
1453301_a_at	Alkbh4
1453302_at	Tmem81
1453303_at	4833417J20Rik
1453304_s_at	Ly6e
1453305_at	Iqcd
1453306_at	6330531I01Rik
1453307_a_at	Anapc5
1453308_at	8430429K09Rik
1453309_at	9330179D12Rik
1453310_at	Ppil6
1453311_at	2310008B10Rik
1453312_at	Dcaf6
1453313_at	Sesn3
1453314_x_at	2610039C10Rik
1453315_at	Wibg
1453316_at	4933401F05Rik
1453317_a_at	Khdrbs3
1453318_at	Tmem102
1453319_at	Ccar1
1453320_at	1700027A23Rik
1453321_at	Fndc1
1453322_at	Wdr33
1453323_at	2900079G21Rik
1453324_at	6330509M23Rik
1453325_at	Saps2
1453326_at	Fam148a /// Fam148b
1453327_at	Krt24
1453328_at	2700008G24Rik
1453329_s_at	Nkain2
1453330_at	Ccdc88c
1453331_at	1700013H16Rik
1453332_at	2410002O22Rik /// LOC100044479
1453333_at	1700012P22Rik
1453334_at	B230216N24Rik
1453335_a_at	Spata3
1453336_at	Fam175a
1453337_at	4922501L14Rik
1453338_at	Stam2
1453339_at	1700008I05Rik
1453340_at	1700057D03Rik
1453341_a_at	Tmem202
1453342_at	Cdc40
1453343_s_at	Vrk2
1453344_at	1810032O08Rik
1453345_at	Nipal1
1453346_at	1700011L22Rik
1453347_at	4930589P08Rik
1453348_at	1700085D22Rik
1453349_at	Casz1
1453350_at	2010005J08Rik
1453351_at	Tbx20
1453352_at	Atp10b
1453353_at	1700047I16Rik
1453354_at	Ndufs1
1453355_at	Wnk2
1453356_at	Cpsf7
1453357_at	Tdrd9
1453358_s_at	5830467E07Rik /// Amn1
1453359_at	Exosc1
1453360_a_at	Tex9
1453361_at	Hells
1453362_x_at	Rps24
1453363_at	Cacng2
1453364_x_at	9130019O22Rik
1453365_at	Rabgap1l
1453366_at	Tdrkh
1453367_a_at	Abhd12
1453368_at	2310003H01Rik
1453369_a_at	Fundc1
1453370_at	Troap
1453371_at	Rprd2
1453372_at	Dnajc1
1453373_at	Il1rapl1
1453374_at	Zfand5
1453375_at	4930422N03Rik
1453376_at	Ston1
1453377_at	Sh2d4a
1453378_at	Ikzf3
1453379_at	4930519P11Rik
1453380_a_at	Xrcc6bp1
1453381_at	C030033M12Rik /// Rsf1
1453382_at	Fbxo42
1453383_at	1700022F17Rik
1453384_at	Dennd1b
1453385_at	Xiap
1453386_at	Tusc1
1453387_at	4833432E10Rik
1453388_at	4933416M07Rik
1453389_a_at	Sh2b2
1453390_at	4930428F12Rik
1453391_at	Speer7-ps1
1453392_at	Ttc39b
1453393_a_at	Chst4
1453394_at	2410017I17Rik
1453395_at	5330403D14Rik
1453396_at	Wdr38
1453397_at	9130016M20Rik
1453398_at	A930009A15Rik
1453399_at	Ccnt2
1453400_at	Dydc2
1453401_at	4930428O21Rik
1453402_at	6430500C12Rik
1453403_at	2210019I11Rik
1453404_at	Rilpl1
1453405_at	LOC100048636 /// Pla2g4d
1453406_a_at	Rab28
1453407_at	1700018L24Rik
1453408_s_at	4930519G04Rik
1453409_at	Cgrrf1
1453410_at	Angptl4
1453411_at	Cmc1
1453412_a_at	Sec14l1
1453413_at	Gnas
1453414_at	Ypel2
1453415_at	Gm10762
1453416_at	Gas2l3
1453417_at	4933407K13Rik
1453418_at	Col24a1
1453419_at	Mras
1453420_at	Pou5f2
1453421_at	Srr
1453422_a_at	1110020G09Rik
1453423_at	4933409L14Rik
1453424_at	Fyco1
1453425_at	Ccdc83
1453426_a_at	Wdfy1
1453427_at	Csnk2a1
1453428_at	2700045P11Rik
1453429_at	9530057J20Rik /// EG665756 /// EG665787
1453430_at	Use1
1453431_at	2610206C17Rik
1453432_at	1700007G11Rik
1453433_at	Wdr89
1453434_at	1110019D14Rik
1453435_a_at	Fmo2
1453436_at	Insm2
1453437_at	Fam115a
1453438_x_at	Gsdma2
1453439_at	Amtn
1453440_at	4921539E11Rik
1453441_at	4921522P10Rik
1453442_at	2310043M15Rik
1453443_at	1110015O18Rik
1453444_at	5730437C12Rik
1453445_at	9030601B04Rik
1453446_at	6430411K18Rik
1453447_at	1700109H08Rik
1453448_at	2310067E19Rik
1453449_at	1700058G18Rik
1453450_at	C030006K11Rik
1453451_at	6820402I19Rik
1453452_at	4930517J16Rik
1453453_at	1700080O16Rik
1453454_at	1700012E03Rik
1453455_at	Camta1
1453456_at	2900084O13Rik
1453457_at	Sri
1453458_at	9430019C24Rik
1453459_at	1700028I16Rik /// LOC100046441
1453460_at	1700012I11Rik
1453461_at	Fxc1
1453462_at	Chst13
1453463_at	1700019B03Rik
1453464_at	D530014G21Rik
1453465_x_at	Gm14057
1453466_at	Rps6
1453467_s_at	Rps15a
1453468_at	4930430F08Rik
1453469_at	1810073G21Rik
1453470_a_at	Gna13
1453471_at	Iah1
1453472_a_at	Slamf7
1453473_a_at	Dynlt1 /// Dynlt1-ps1 /// LOC100040563
1453474_at	Abhd15
1453475_at	4930445K14Rik
1453476_at	1700060J05Rik
1453477_at	Zc3h6
1453478_at	Pou3f2
1453479_at	1700086P04Rik
1453480_at	Tmem213
1453481_at	Zdhhc2
1453482_at	Cflar
1453483_at	1700023E05Rik
1453484_at	Pebp4
1453485_s_at	1110005A03Rik
1453486_a_at	Scube2
1453487_at	Dhdh
1453488_at	4930458D05Rik
1453489_at	1700020O03Rik
1453490_at	Sass6
1453491_at	Pyroxd2
1453492_at	Tmem67
1453493_at	4921528O07Rik
1453494_at	4921513H07Rik
1453495_at	Klk12
1453496_at	Fam162b
1453497_a_at	Piga
1453498_x_at	Steap3
1453499_at	Ddo
1453500_at	Cyp2u1
1453501_at	Hoxb1
1453502_at	2210408I21Rik
1453503_at	Spink12
1453504_at	Taf15
1453505_a_at	Eif2ak3 /// LOC100047634
1453506_at	Fam154a
1453507_at	Mbd5
1453508_at	1700104B16Rik
1453509_at	Lypd2
1453510_s_at	Fam184a
1453511_at	2310007B03Rik
1453512_at	5830407P18Rik
1453513_at	---
1453514_at	Gpm6b
1453515_at	Ppp2r3c
1453516_at	4931431F19Rik
1453517_at	Metapl1
1453518_at	Pdzd11
1453519_at	2610037D02Rik
1453520_at	Ttc21b
1453521_at	4933405L10Rik
1453522_at	6530401N04Rik
1453523_at	Krtap17-1
1453524_at	Kif5b
1453525_at	9130413E14Rik
1453526_at	4930503E14Rik
1453527_a_at	Neurl1a
1453528_at	Lta4h
1453529_at	6330418B08Rik
1453530_at	---
1453531_at	Zfp248
1453532_at	4933415A04Rik
1453533_at	4933403O08Rik
1453534_at	2810004I08Rik
1453535_at	Olfr78
1453536_at	Lrrc69
1453537_a_at	Wdr17
1453538_at	Csrnp3
1453539_at	Alkbh8
1453540_at	5430404G13Rik
1453541_at	Pfkl
1453542_at	2610007B07Rik
1453543_at	4930556H04Rik
1453544_at	Dmrtc1c /// Dmrtc1c2
1453545_at	5730492I20Rik
1453546_at	Actl9
1453547_at	1810046K07Rik
1453548_at	Gm9558
1453549_at	4930500G05Rik
1453550_a_at	Far1
1453551_at	Polq
1453552_at	2310014F07Rik
1453553_at	1700009P10Rik
1453554_a_at	Wdr33
1453555_at	3830408D07Rik
1453556_x_at	Cd99
1453557_at	4930562F07Rik
1453558_at	Efcab10
