ID	Cy5	Cy3	Ratio	Sum	LogRat
YBR185C	1000	2382	0.41	3282	-1.27
YBR201W	1195	3328	0.35	4423	-1.5
YBR205W	2613	6746	0.39	9260	-1.38
YBR209W	55	177	0.15	132	-2.76
YDL037C	807	530	1.64	1238	0.71
YDL041W	71	188	0.26	159	-1.93
YDL045C	1239	3986	0.31	5125	-1.71
YDL060W	1467	1005	1.52	2371	0.6
YDL064W	1422	2937	0.48	4259	-1.05
YDL068W	61	205	0.17	167	-2.57
YDL084W	9951	27700	0.36	37552	-1.48
YDL088C	1252	3298	0.38	4450	-1.41
YDL092W	4401	9013	0.49	13313	-1.04
YDL108W	1107	3154	0.35	4161	-1.53
YDL112W	1557	1918	0.82	3375	-0.29
YDL116W	1203	3155	0.38	4257	-1.41
YDR164C	1077	3073	0.35	4050	-1.54
YDR168W	1777	5495	0.32	7172	-1.64
YDR171W	1017	11440	0.09	12357	-3.54
YDR186C	1826	4697	0.39	6423	-1.37
YDR190C	2076	3227	0.64	5203	-0.64
YDR194C	4040	9827	0.41	13767	-1.29
YDR210W	4293	14343	0.3	18535	-1.75
YDR210W-D	29101	56920	0.51	85918	-0.97
YDR214W	2842	11714	0.24	14455	-2.05
YDR230W	56	228	0.11	185	-3.13
YDR234W	958	1350	0.72	2209	-0.48
YDR238C	4167	10567	0.39	14633	-1.35
YDR531W	1849	5568	0.33	7317	-1.6
YDR535C	72	174	0.32	146	-1.67
YDR539W	1526	5293	0.28	6719	-1.81
YEL010W	52	173	0.14	124	-2.86
YEL014C	51	154	0.13	104	-2.94
YEL017W	534	1584	0.33	2018	-1.62
YEL032W	622	1295	0.47	1817	-1.08
YEL036C	1695	2354	0.72	3949	-0.47
YEL040W	6886	7136	0.97	13922	-0.05
YEL056W	1207	2843	0.42	3950	-1.25
YEL059W	102	572	0.13	573	-2.99
YEL063C	1967	19203	0.1	21069	-3.31
YFR009W	1549	3432	0.45	4881	-1.16
YFR013W	1067	2990	0.35	3957	-1.51
YFR017C	122	767	0.12	789	-3.05
YFR031C-A	33701	22082	1.53	55682	0.61
YFR034C	2037	5213	0.39	7150	-1.36
YFR038W	567	1421	0.39	1887	-1.36
YFR054C	93	334	0.21	326	-2.27
YGL001C	3837	13331	0.29	17066	-1.8
YGL005C	1340	4862	0.27	6101	-1.88
YGL021W	1835	5654	0.32	7388	-1.64
YGL025C	810	3133	0.25	3842	-1.99
YGL029W	3219	2386	1.37	5505	0.45
YGR065C	930	1836	0.5	2665	-0.99
YGR069W	44	126	0.11	70	-3.17
YGR073C	220	627	0.33	746	-1.62
YGR089W	1451	3135	0.46	4484	-1.12
YGR093W	1256	3164	0.39	4319	-1.35
YGR097W	723	2380	0.3	3003	-1.76
YGR111W	741	4351	0.16	4992	-2.61
YGR115C	48	159	0.11	107	-3.13
YGR119C	3793	6776	0.56	10469	-0.84
YGR134W	693	1787	0.38	2379	-1.39
YGR138C	1459	4544	0.32	5901	-1.66
YGR142W	503	2148	0.22	2549	-2.16
YHR087W	563	4392	0.12	4854	-3.04
YHR091C	1125	4489	0.25	5513	-2.03
YHR095W	50	88	0.46	38	-1.12
YHR111W	1157	4298	0.26	5355	-1.92
YHR115C	1219	3429	0.35	4547	-1.51
YHR119W	684	1615	0.42	2198	-1.26
YHR134W	1072	3209	0.33	4179	-1.6
YHR138C	2841	15749	0.18	18488	-2.48
YHR141C	38185	23243	1.65	61326	0.72
YHR156C	694	2300	0.29	2894	-1.77
YHR160C	89	343	0.19	332	-2.43
YHR164C	339	923	0.35	1162	-1.51
YJL022W	44	74	0.7	17	-0.51
YJL026W	92	253	0.29	243	-1.77
YJL030W	1526	5465	0.28	6889	-1.86
YJL047C	416	1299	0.31	1613	-1.7
YJL051W	47	85	0.41	31	-1.29
YJL055W	4347	17940	0.24	22186	-2.05
YJL071W	1065	2356	0.45	3320	-1.16
YJL075C	45	93	0.23	37	-2.1
YJL079C	1192	3224	0.37	4314	-1.45
YJL095W	188	574	0.29	660	-1.77
YJL099W	605	1852	0.32	2355	-1.66
YJL103C	313	2104	0.13	2315	-2.89
YKL018W	712	1642	0.43	2253	-1.23
YKL022C	506	1547	0.32	1953	-1.66
YKL026C	428	2769	0.14	3097	-2.79
YKL041W	1228	4065	0.3	5192	-1.75
YKL045W	1246	3840	0.32	4985	-1.64
YKL049C	1126	4097	0.27	5121	-1.89
YKL064W	1108	4392	0.25	5399	-2.01
YKL068W	1387	3293	0.42	4578	-1.26
YKL072W	542	1711	0.31	2151	-1.71
YKL088W	871	2650	0.32	3420	-1.63
YKL092C	948	3762	0.25	4608	-2.02
YKL096W	658	2498	0.25	3054	-1.97
YLL066C	5085	13094	0.39	18077	-1.37
YLR003C	2347	3325	0.71	5570	-0.5
YLR007W	1569	4046	0.38	5513	-1.38
YLR023C	1469	5144	0.28	6512	-1.83
YLR027C	7031	24140	0.29	31070	-1.78
YLR031W	459	1951	0.22	2310	-2.16
YLR046C	943	3043	0.3	3885	-1.72
YLR050C	1479	4794	0.3	6172	-1.71
YLR054C	222	1185	0.17	1306	-2.6
YLR070C	185	894	0.18	977	-2.49
YLR074C	2057	2146	0.97	4101	-0.04
YLR078C	1500	4549	0.33	5947	-1.62
YLR374C	201	770	0.23	869	-2.11
YLR378C	1693	4427	0.38	6018	-1.4
YLR382C	518	2143	0.23	2560	-2.11
YLR398C	871	2728	0.31	3497	-1.68
YLR402W	60	151	0.25	110	-2
YLR406C	31691	24409	1.3	55998	0.38
YLR420W	2852	6336	0.45	9086	-1.16
YLR424W	409	1559	0.25	1867	-2.01
YLR428C	59	199	0.16	158	-2.63
YLR443W	836	1948	0.42	2683	-1.24
YLR447C	7397	25189	0.29	32485	-1.77
YLR451W	794	1429	0.55	2121	-0.85
YMR137C	599	1960	0.3	2458	-1.75
YMR141C	45	90	0.32	33	-1.64
YMR145C	2460	5637	0.43	7995	-1.2
YMR158W-A	1283	5263	0.24	6444	-2.06
YMR162C	642	2223	0.28	2762	-1.84
YMR166C	261	823	0.29	981	-1.77
YMR180C	687	3199	0.21	3783	-2.27
YMR184W	2277	8996	0.25	11171	-2
YMR188C	55	75	1.42	29	0.5
YMR202W	4174	12683	0.33	16755	-1.61
YMR206W	114	482	0.18	494	-2.46
YMR210W	1013	3935	0.25	4847	-1.99
YNL181W	1260	4125	0.3	5284	-1.73
YNL185C	1344	3893	0.34	5136	-1.55
YNL189W	2644	8547	0.31	11090	-1.7
YNL205C	271	690	0.37	859	-1.42
YNL209W	31851	14958	2.14	46706	1.09
YNL213C	924	3168	0.29	3989	-1.81
YNL229C	2296	6501	0.35	8695	-1.51
YNL233W	971	2871	0.33	3739	-1.59
YNL237W	764	3919	0.19	4581	-2.41
YNL253W	843	3300	0.25	4040	-2.01
YNL257C	866	4025	0.21	4789	-2.26
YNL261W	636	1412	0.44	1945	-1.17
YOL142W	980	2267	0.43	3145	-1.23
YOL146W	1338	4102	0.32	5338	-1.64
YOL150C	115	394	0.23	406	-2.1
YOL166C	70	186	0.27	155	-1.89
YOR004W	3330	5529	0.6	8758	-0.73
YOR008C	1936	6500	0.3	8335	-1.76
YOR023C	745	2828	0.26	3472	-1.96
YOR027W	2633	14274	0.18	16805	-2.45
YOR031W	660	2671	0.24	3226	-2.07
YOR047C	1004	2997	0.33	3897	-1.6
YOR051C	2991	5292	0.57	8180	-0.82
YOR055W	104	445	0.18	447	-2.48
YOR351C	49	157	0.12	104	-3.08
YOR355W	1888	3548	0.53	5334	-0.91
YOR359W	641	669	1	1207	0
YOR375C	2919	63894	0.05	66710	-4.47
YOR379C	115	560	0.16	573	-2.69
YOR383C	17951	45861	0.39	63709	-1.35
YPL005W	414	1480	0.27	1789	-1.91
YPL009C	907	2247	0.4	3050	-1.33
YPL013C	3322	12983	0.25	16204	-1.98
YPL029W	689	2558	0.26	3146	-1.94
YPL033C	64	210	0.19	172	-2.43
YPL037C	16261	28609	0.57	44766	-0.82
YPR052C	8617	25180	0.34	33693	-1.55
YPR056W	838	2785	0.29	3519	-1.76
YPR060C	1240	3054	0.4	4192	-1.31
YPR076W	59	211	0.16	168	-2.66
YPR080W	34275	36739	0.93	70911	-0.1
YPR084W	590	1936	0.3	2422	-1.76
YPR100W	3206	18043	0.18	21146	-2.5
YPR104C	1130	2941	0.38	3968	-1.4
YPR108W	4489	21976	0.2	26363	-2.3
YPR124W	2484	20724	0.12	23105	-3.08
YPR128C	970	4147	0.23	5013	-2.13
YPR132W	26299	21566	1.22	47760	0.29
YAL056C-A	76	239	0.22	212	-2.2
YBR058C-A	4920	18133	0.27	22952	-1.89
YBR255C-A	907	3262	0.27	4067	-1.88
YDR320C-A	2946	10983	0.27	13828	-1.91
YER014C-A	65	251	0.15	214	-2.73
YFL012W-A	535	2972	0.17	3406	-2.54
YLR154W-A	46	152	0.12	96	-3.1
YML009W-B	1190	3489	0.34	4577	-1.57
YML057C-A	59	184	0.18	140	-2.5
YOR343W-B	6887	26167	0.26	32951	-1.93
YPR074W-A	6333	5524	1.15	11754	0.21
EMPTY	47	85	0.45	29	-1.15
EMPTY	36	62	0.5	-3	-1
EMPTY	38	65	1	2	0
EMPTY	38	63	-1	0	0
EMPTY	37	66	0	2	0
EMPTY	38	62	-0.5	-1	0
EMPTY	36	64	0	-1	0
EMPTY	36	64	0	-1	0
EMPTY	37	69	0.33	4	-1.58
EMPTY	36	68	0	2	0
YCONTROL63	43	157	0.09	101	-3.54
YCONTROL02	43	137	0.11	80	-3.17
YCONTROL99	37	82	0.12	19	-3.09
YCONTROL63	43	160	0.07	102	-3.76
YCONTROL02	40	110	0.09	49	-3.49
YCONTROL99	39	101	0.08	39	-3.58
YCONTROL63	55	170	0.18	125	-2.48
YCONTROL02	41	123	0.08	64	-3.56
YCONTROL99	41	120	0.07	60	-3.81
YCONTROL63	104	493	0.16	496	-2.68
YCONTROL02	61	162	0.25	121	-2.01
YCONTROL99	42	109	0.11	49	-3.14
YBL070C	44	113	0.15	55	-2.78
YBL074C	297	1283	0.21	1478	-2.23
YBL078C	1318	16437	0.08	17652	-3.68
YBL093C	1344	5852	0.23	7093	-2.15
YBL097W	159	678	0.2	738	-2.31
YBL101C	351	2907	0.11	3158	-3.17
YBR002C	846	2561	0.32	3307	-1.62
YBR006W	672	9098	0.07	9669	-3.83
YBR010W	19173	56804	0.34	75875	-1.57
YBR024W	937	5454	0.17	6289	-2.58
YBR028C	551	1799	0.3	2249	-1.75
YBR032W	49	127	0.19	74	-2.37
YCL034W	931	7022	0.13	7851	-2.96
YCL038C	598	3897	0.15	4392	-2.77
YCL042W	1652	19532	0.08	21081	-3.59
YCL059C	1825	2541	0.72	4262	-0.47
YCL065W	58	265	0.1	219	-3.31
YCL069W	79	481	0.1	457	-3.34
YCR012W	14713	24872	0.59	39481	-0.76
YCR016W	1419	2898	0.49	4213	-1.04
YCR019W	409	2043	0.19	2353	-2.4
YCR032W	390	2047	0.18	2338	-2.48
YCR036W	1011	6423	0.15	7334	-2.7
YCR040W	171	731	0.2	802	-2.3
YDL238C	213	3098	0.06	3211	-4.1
YDL242W	43	159	0.07	102	-3.76
YDL246C	340	2817	0.11	3056	-3.18
YDR014W	221	1455	0.13	1575	-2.91
YDR018C	60	412	0.07	370	-3.92
YDR022C	452	3461	0.12	3811	-3.03
YDR034W-B	155	1163	0.11	1215	-3.22
YDR038C	710	2683	0.26	3291	-1.96
YDR042C	97	359	0.2	353	-2.29
YDR058C	406	2239	0.17	2543	-2.56
YDR062W	2041	7691	0.26	9628	-1.93
YDR066C	325	1771	0.17	1992	-2.57
YDR355C	55	291	0.09	247	-3.5
YDR359C	382	1743	0.21	2024	-2.28
YDR363W	427	2515	0.16	2841	-2.65
YDR376W	467	3211	0.14	3579	-2.86
YDR380W	417	4613	0.08	4930	-3.58
YDR384C	1119	2568	0.43	3587	-1.21
YDR400W	695	3871	0.17	4465	-2.53
YDR404C	1339	5616	0.23	6854	-2.09
YDR408C	1856	8175	0.22	9929	-2.16
YDR424C	2028	11364	0.18	13290	-2.5
YDR428C	668	2533	0.26	3099	-1.97
YDR432W	1260	5815	0.21	6973	-2.23
YER097W	146	880	0.13	924	-2.9
YER101C	316	1968	0.15	2181	-2.78
YER105C	375	1920	0.18	2191	-2.46
YER121W	444	3147	0.13	3487	-2.92
YER125W	1292	6315	0.2	7508	-2.31
YER129W	744	3628	0.2	4272	-2.33
YER143W	559	3907	0.14	4367	-2.88
YER147C	278	1471	0.17	1650	-2.54
YER151C	845	4018	0.2	4763	-2.29
YER166W	1003	5059	0.19	5962	-2.37
YER170W	596	4284	0.13	4779	-2.91
YER174C	647	3380	0.18	3926	-2.44
YGL153W	459	2820	0.15	3177	-2.71
YGL157W	1614	11686	0.14	13199	-2.88
YGL161C	1599	10352	0.15	11849	-2.72
YGL177W	297	1088	0.25	1283	-1.98
YGL181W	825	5540	0.14	6262	-2.8
YGL185C	368	2824	0.12	3088	-3.06
YGL201C	561	2468	0.22	2924	-2.2
YGL205W	91	744	0.08	730	-3.68
YGL209W	497	1866	0.26	2264	-1.96
YGL225W	3640	16099	0.22	19640	-2.15
YGL228W	998	6173	0.16	7072	-2.67
YGL232W	1084	4579	0.23	5564	-2.11
YGR262C	731	3723	0.19	4354	-2.4
YGR266W	571	3316	0.16	3787	-2.6
YGR270W	620	3659	0.16	4178	-2.62
YGR286C	288	2204	0.12	2391	-3.09
YGR290W	43	146	0.09	89	-3.55
YGR294W	526	4239	0.12	4663	-3.09
YHL012W	176	826	0.18	900	-2.45
YHL016C	284	20129	0.01	20310	-6.35
YHL020C	1385	6131	0.22	7414	-2.17
YHL036W	248	1031	0.22	1176	-2.19
YHL040C	5666	26092	0.22	31655	-2.21
YHL044W	375	3344	0.1	3615	-3.28
YIL064W	783	1411	0.56	2094	-0.85
YIL068C	6156	14303	0.43	20360	-1.22
YIL072W	69	433	0.09	403	-3.44
YIL088C	1221	16271	0.07	17393	-3.77
YIL092W	254	1066	0.22	1220	-2.2
YIL096C	499	1210	0.4	1609	-1.31
YIL112W	105	594	0.13	598	-2.94
YIL116W	2978	11385	0.26	14262	-1.94
YIL120W	373	2446	0.14	2717	-2.83
YIL136W	731	9430	0.07	10059	-3.75
YIL140W	545	2515	0.21	2958	-2.27
YIL144W	634	3417	0.18	3949	-2.49
YJR003C	665	1951	0.33	2513	-1.59
YJR007W	2423	8318	0.29	10637	-1.79
YJR010W	365	1441	0.24	1702	-2.07
YJR026W	15230	36083	0.42	51208	-1.25
YJR030C	391	2209	0.17	2499	-2.59
YJR034W	903	7608	0.12	8411	-3.12
YJR050W	550	3664	0.14	4115	-2.81
YJR054W	338	1747	0.18	1984	-2.48
YJR058C	1203	9841	0.12	10943	-3.07
YJR074W	1256	13680	0.09	14835	-3.48
YJR078W	75	548	0.08	522	-3.63
YJR083C	435	2943	0.14	3275	-2.85
YKL219W	357	2673	0.12	2927	-3.03
YKL223W	54	236	0.1	187	-3.32
YKR002W	504	2982	0.16	3383	-2.64
YKR018C	976	8118	0.12	8991	-3.1
YKR022C	683	4623	0.14	5200	-2.82
YKR026C	1263	3305	0.38	4463	-1.4
YKR041W	82	256	0.24	235	-2.08
YKR045C	241	733	0.3	870	-1.72
YKR049C	951	10516	0.09	11365	-3.51
YKR065C	879	6625	0.13	7404	-2.96
YKR069W	266	1156	0.21	1322	-2.25
YKR073C	148	457	0.28	505	-1.81
YLR200W	1427	7848	0.18	9175	-2.48
YLR204W	1137	9040	0.12	10077	-3.03
YLR208W	2957	18151	0.16	21006	-2.63
YLR224W	1133	5714	0.19	6744	-2.37
YLR227W-A	16639	51627	0.32	68161	-1.63
YLR230W	52	203	0.11	150	-3.17
YLR246W	332	3156	0.1	3383	-3.39
YLR250W	1216	9906	0.12	11017	-3.06
YLR254C	645	4926	0.12	5464	-3
YLR268W	903	6866	0.13	7664	-2.97
YLR272C	318	1688	0.17	1903	-2.53
YLR276C	899	1514	0.59	2309	-0.75
YML100W	810	13705	0.06	14414	-4.14
YML102W	845	4264	0.19	5009	-2.38
YML106W	4162	15340	0.27	19402	-1.89
YML121W	1151	7167	0.16	8218	-2.67
YML125C	2120	9741	0.22	11762	-2.22
YML129C	2194	18688	0.12	20780	-3.11
YMR012W	1215	5996	0.2	7109	-2.33
YMR016C	507	2430	0.2	2835	-2.33
YMR020W	370	4028	0.08	4294	-3.58
YMR035W	661	4975	0.13	5532	-2.98
YMR039C	1217	7461	0.16	8574	-2.65
YMR043W	1028	5159	0.19	6082	-2.36
YNL002C	1703	3066	0.56	4664	-0.85
YNL006W	892	8474	0.1	9261	-3.3
YNL010W	3375	19114	0.18	22385	-2.51
YNL026W	700	4455	0.15	5051	-2.73
YNL030W	18417	57748	0.32	76064	-1.65
YNL034W	59	247	0.13	206	-2.99
YNL050C	503	1854	0.26	2256	-1.94
YNL054W	369	2396	0.14	2664	-2.81
YNL056W	940	6130	0.15	6970	-2.75
YNL073W	382	2704	0.13	2985	-2.93
YNL077W	289	2700	0.1	2887	-3.39
YNL081C	1124	8463	0.13	9484	-2.95
YNR043W	988	6628	0.14	7513	-2.79
YNR047W	286	1652	0.16	1835	-2.67
YNR051C	1071	4584	0.23	5553	-2.13
YNR067C	1990	10051	0.2	11937	-2.35
YNR071C	78	462	0.1	436	-3.31
YNR075W	158	945	0.14	999	-2.87
YOL013W-A	50	179	0.11	125	-3.24
YOL017W	242	1725	0.12	1863	-3.02
YOL021C	520	2267	0.22	2687	-2.19
YOL037C	43	156	0.09	101	-3.54
YOL041C	775	1539	0.5	2215	-1
YOL045W	393	2210	0.17	2503	-2.59
YOR177C	134	1095	0.1	1129	-3.4
YOR181W	131	668	0.16	699	-2.67
YOR185C	3268	20531	0.16	23697	-2.66
YOR199W	56	260	0.1	213	-3.35
YOR203W	63	183	0.22	143	-2.17
YOR207C	714	1735	0.41	2346	-1.3
YOR223W	421	2220	0.18	2539	-2.49
YOR227W	489	4047	0.11	4433	-3.14
YOR231W	312	1831	0.16	2039	-2.69
YOR247W	2697	17885	0.15	20477	-2.74
YOR251C	897	5380	0.16	6171	-2.63
YOR255W	45	131	0.11	71	-3.19
YPL160W	1471	4186	0.35	5558	-1.52
YPL164C	48	171	0.12	120	-3.04
YPL168W	285	2044	0.13	2231	-2.99
YPL183W-A	1047	7883	0.13	8830	-2.95
YPL187W	52	230	0.1	182	-3.38
YPL191C	414	3045	0.13	3359	-2.98
YPL207W	744	2360	0.31	3002	-1.7
YPL211W	1497	2615	0.57	4010	-0.8
YPL215W	850	5579	0.15	6326	-2.76
YPL231W	1550	12217	0.12	13664	-3.01
YPL235W	1051	5156	0.2	6105	-2.33
YPL239W	1511	5676	0.26	7084	-1.93
EMPTY	44	74	0.78	16	-0.36
EMPTY	50	85	0.63	31	-0.66
EMPTY	44	79	0.5	18	-1
EMPTY	47	80	0.64	23	-0.64
EMPTY	39	78	0.23	16	-2.12
EMPTY	42	85	0.37	26	-1.44
EMPTY	41	78	0.5	18	-1
EMPTY	42	87	0.27	28	-1.87
EMPTY	42	84	0.3	26	-1.74
EMPTY	43	77	0.58	19	-0.78
EMPTY	44	83	0.44	26	-1.17
EMPTY	42	85	0.3	26	-1.74
EMPTY	44	92	0.27	33	-1.89
EMPTY	44	84	0.37	26	-1.44
EMPTY	42	80	0.36	19	-1.49
EMPTY	44	83	0.41	24	-1.28
EMPTY	43	80	0.4	21	-1.32
EMPTY	46	80	0.6	24	-0.74
EMPTY	45	85	0.42	27	-1.25
EMPTY	44	82	0.38	22	-1.42
EMPTY	39	81	0.27	19	-1.91
EMPTY	44	89	0.36	30	-1.46
EMPTY	43	92	0.28	32	-1.84
EMPTY	44	90	0.35	31	-1.52
EMPTY	36	65	0	-1	0
EMPTY	34	62	0.5	-6	-1
EMPTY	36	64	1	-2	0
EMPTY	36	67	-0.5	1	0
EMPTY	38	66	1	2	0
EMPTY	37	64	0.5	-3	-1
EMPTY	37	63	0.5	-3	-1
YCONTROL63	42	133	0.06	71	-4.07
YCONTROL02	39	113	0.02	49	-5.58
YCONTROL99	43	131	0.08	71	-3.72
YCONTROL63	46	141	0.11	83	-3.23
YCONTROL02	41	118	0.06	55	-4.12
YCONTROL99	43	131	0.08	70	-3.7
YCONTROL63	52	193	0.11	142	-3.19
YCONTROL02	41	138	0.04	75	-4.58
YCONTROL99	44	144	0.08	84	-3.7
YCONTROL63	56	193	0.14	145	-2.82
YCONTROL02	40	118	0.04	54	-4.7
YCONTROL99	42	134	0.06	72	-4.09
YAR023C	206	1312	0.13	1414	-2.89
YAR030C	170	572	0.26	638	-1.94
YAR042W	190	703	0.24	789	-2.07
YBL001C	6509	34423	0.19	40827	-2.41
YBL005W	695	2608	0.26	3199	-1.95
YBL007C	783	3893	0.19	4572	-2.36
YBL023C	509	2091	0.23	2495	-2.11
YBL027W	25422	34099	0.75	59415	-0.42
YBL031W	379	1374	0.26	1646	-1.94
YBL047C	1742	9876	0.17	11513	-2.53
YBL051C	1878	6633	0.28	8407	-1.84
YBL055C	839	2461	0.33	3196	-1.58
YBR237W	387	1972	0.18	2256	-2.45
YBR241C	120	776	0.12	792	-3.11
YBR245C	706	2708	0.25	3310	-1.98
YBR261C	794	2814	0.27	3504	-1.86
YBR265W	678	2104	0.31	2678	-1.67
YBR269C	1000	5996	0.16	6891	-2.63
YBR285W	137	2379	0.04	2411	-4.56
YBR289W	400	1332	0.29	1626	-1.81
YBR293W	591	3034	0.19	3521	-2.42
YCL007C	48	154	0.11	98	-3.14
YCL011C	2058	5880	0.35	7833	-1.53
YCL017C	891	5304	0.16	6090	-2.62
YDL142C	575	3404	0.16	3875	-2.64
YDL146W	458	2344	0.18	2698	-2.44
YDL150W	461	756	0.61	1113	-0.71
YDL166C	1422	4451	0.32	5770	-1.66
YDL170W	390	2244	0.16	2529	-2.63
YDL174C	845	4990	0.16	5731	-2.61
YDL190C	1269	4134	0.3	5299	-1.72
YDL194W	252	1199	0.19	1347	-2.4
YDL198C	1639	6781	0.24	8316	-2.07
YDL214C	97	353	0.2	344	-2.3
YDL218W	125	562	0.17	581	-2.53
YDL222C	152	958	0.13	1004	-2.98
YDR262W	1196	7767	0.15	8859	-2.73
YDR266C	436	1332	0.31	1664	-1.67
YDR270W	819	3633	0.22	4348	-2.19
YDR286C	869	6334	0.13	7099	-2.92
YDR290W	43	132	0.08	71	-3.72
YDR294C	717	3371	0.21	3984	-2.28
YDR310C	697	2195	0.31	2788	-1.69
YDR314C	241	1657	0.13	1794	-2.97
YDR316W-B	18382	57792	0.32	76068	-1.65
YDR331W	826	3281	0.24	4001	-2.03
YDR335W	1141	5596	0.2	6631	-2.33
YDR339C	1666	4713	0.35	6273	-1.51
YER011W	12870	43936	0.29	56699	-1.77
YER015W	447	2302	0.18	2642	-2.45
YER019C-A	6590	25115	0.26	31598	-1.93
YER034W	576	3352	0.16	3820	-2.62
YER038C	311	1378	0.21	1585	-2.26
YER041W	432	2518	0.16	2846	-2.64
YER055C	6457	9710	0.67	16063	-0.59
YER058W	981	7658	0.12	8535	-3.01
YER061C	597	2900	0.2	3393	-2.34
YER076C	367	1690	0.2	1953	-2.3
YER080W	1123	8187	0.13	9207	-2.9
YER084W	48	165	0.1	109	-3.31
YGL057C	325	1519	0.2	1740	-2.34
YGL061C	340	1327	0.24	1564	-2.06
YGL065C	393	1594	0.23	1882	-2.11
YGL081W	113	645	0.13	653	-2.97
YGL085W	596	2443	0.23	2933	-2.09
YGL089C	65	249	0.14	207	-2.8
YGL105W	2565	8710	0.29	11168	-1.77
YGL109W	54	192	0.11	139	-3.16
YGL113W	303	1159	0.24	1358	-2.04
YGL129C	790	4648	0.16	5334	-2.61
YGL133W	475	3009	0.15	3380	-2.75
YGL137W	1853	9362	0.2	11111	-2.36
YGR166W	185	714	0.23	794	-2.14
YGR170W	463	2301	0.19	2659	-2.39
YGR174C	554	5889	0.09	6339	-3.5
YGR190C	64	274	0.12	235	-3.01
YGR194C	461	5544	0.08	5902	-3.7
YGR198W	571	1757	0.32	2224	-1.67
YGR214W	18595	22747	0.82	41237	-0.29
YGR218W	1381	6504	0.21	7780	-2.26
YGR222W	1211	5697	0.21	6802	-2.26
YGR238C	383	2071	0.17	2349	-2.54
YGR242W	323	1558	0.19	1775	-2.39
YGR246C	538	3105	0.16	3537	-2.61
YHR192W	49	140	0.15	85	-2.75
YHR196W	48	124	0.17	68	-2.54
YHR200W	915	4734	0.19	5545	-2.41
YHR214W	334	1502	0.21	1731	-2.28
YHR217C	236	1344	0.16	1475	-2.69
YIL002C	417	2396	0.16	2708	-2.62
YIL016W	976	4188	0.23	5060	-2.14
YIL020C	50	135	0.17	82	-2.54
YIL024C	186	1189	0.13	1272	-2.92
YIL040W	41	78	0.25	15	-2
YIL044C	42	87	0.14	24	-2.81
YIL048W	599	2727	0.21	3222	-2.25
YJL131C	688	4625	0.14	5208	-2.81
YJL135W	43	79	0.42	17	-1.26
YJL139C	44	91	0.25	30	-2
YJL155C	413	3768	0.1	4075	-3.31
YJL159W	61	200	0.17	158	-2.55
YJL163C	150	1763	0.07	1809	-3.92
YJL179W	626	2460	0.25	2982	-2.03
YJL183W	1102	4688	0.23	5686	-2.12
YJL187C	66	214	0.19	176	-2.4
YJL203W	344	1929	0.16	2168	-2.61
YJL207C	124	407	0.25	426	-1.98
YJL211C	58	119	0.37	74	-1.43
YKL123W	226	965	0.21	1087	-2.26
YKL127W	964	4985	0.19	5844	-2.41
YKL131W	46	159	0.09	100	-3.52
YKL147C	42	136	0.04	73	-4.54
YKL151C	1098	13331	0.08	14323	-3.65
YKL155C	549	2097	0.25	2541	-1.99
YKL170W	1430	8070	0.17	9395	-2.52
YKL174C	690	2668	0.25	3253	-2
YKL178C	178	1072	0.14	1146	-2.85
YKL194C	411	2920	0.13	3227	-2.94
YKL198C	84	293	0.2	273	-2.3
YKL203C	247	1050	0.21	1193	-2.24
YLR106C	796	2938	0.26	3628	-1.92
YLR110C	23186	58573	0.4	81652	-1.34
YLR114C	2324	12272	0.19	14489	-2.42
YLR130C	1797	5130	0.35	6821	-1.53
YLR134W	14503	32598	0.44	46995	-1.17
YLR138W	3544	18838	0.19	22277	-2.42
YLR154C	708	3407	0.2	4008	-2.32
YLR157C-A	4211	23724	0.18	27829	-2.5
YLR160C	4150	58438	0.07	62481	-3.83
YLR176C	185	894	0.18	971	-2.5
YLR180W	2480	3233	0.77	5607	-0.37
YLR184W	443	2102	0.2	2438	-2.33
YML010W-A	565	2374	0.23	2835	-2.13
YML013W	237	1501	0.14	1634	-2.85
YML017W	500	2249	0.21	2645	-2.24
YML034W	474	3328	0.13	3697	-2.9
YML037C	185	785	0.2	865	-2.29
YML041C	420	2453	0.16	2768	-2.65
YML056C	4082	5108	0.8	9085	-0.32
YML058W-A	1141	6982	0.16	8018	-2.65
YML062C	621	3348	0.18	3865	-2.49
YML078W	1027	6907	0.14	7829	-2.79
YML081W	473	1980	0.23	2346	-2.14
YML085C	2633	12018	0.22	14544	-2.2
YMR238W	869	5169	0.16	5931	-2.62
YMR242C	21107	22469	0.94	43469	-0.09
YMR245W	76	207	0.26	177	-1.92
YMR262W	361	2852	0.12	3107	-3.11
YMR266W	584	2278	0.25	2759	-2.02
YMR270C	653	3458	0.18	4007	-2.46
YMR286W	1620	11727	0.14	13243	-2.88
YMR290C	1034	1075	0.99	2005	-0.02
YMR293C	492	2754	0.17	3142	-2.57
YMR306W	104	701	0.1	701	-3.27
YMR310C	297	597	0.49	789	-1.03
YMR314W	1777	12881	0.14	14553	-2.88
YNL287W	1468	9117	0.16	10480	-2.66
YNL291C	575	2345	0.24	2815	-2.08
YNL295W	266	1710	0.14	1871	-2.85
YNL311C	356	1635	0.2	1886	-2.3
YNL315C	1282	11466	0.11	12643	-3.2
YNL319W	47	161	0.09	102	-3.55
YNL335W	88	416	0.14	399	-2.8
